YEAR,MO,DY,T2M,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,LAT,LON
1982,4,29,21.07,14,21.66,-260.18,27.83,14.87,7.32,44.88,0.86,87.49,2.34,4.82,0.31,4.51,2.73,5.09,0.62,4.48,29.11,81.3
1982,4,30,21.98,14.52,22.4,-257.8,29.75,14.4,7.26,40.75,0,87.36,2.72,5.59,0.46,5.13,3.05,5.9,0.56,5.34,29.11,81.3
1982,5,1,24.23,16.47,24.51,-257.96,31.98,16.78,8.12,39.75,0,87.53,2.59,5.08,0.51,4.58,2.81,4.8,0.66,4.15,29.11,81.3
1982,5,2,25.15,16.67,25.59,-256.86,33.68,17.4,7.87,37.56,0,87.52,2.95,6.42,0.6,5.82,3.64,7.54,0.82,6.72,29.11,81.3
1982,5,3,24.33,15.58,24.68,-258.56,32.01,17.41,7.14,35.31,0,87.4,2.87,6.01,0.44,5.57,3.38,6.66,0.52,6.14,29.11,81.3
1982,5,4,24.26,16.3,24.77,-258.6,32.13,17.58,7.93,39.06,0,87.24,3.14,6.73,0.47,6.25,3.89,7.73,0.65,7.09,29.11,81.3
1982,5,5,25,17.77,25.84,-257.93,32.59,17.37,9.16,42.94,0,87.39,2.55,5.48,0.27,5.22,2.99,5.83,0.27,5.56,29.11,81.3
1982,5,6,25.44,18.05,25.79,-260.7,32.33,19.88,9.22,41.62,0,87.55,2.54,5.27,0.71,4.56,3.09,6.02,0.85,5.17,29.11,81.3
1982,5,7,25.56,16.58,25.8,-257.24,33.37,17.47,7.51,34.81,0,87.59,2.56,5.7,0.62,5.07,2.98,6.16,0.81,5.34,29.11,81.3
1982,5,8,24.87,16.28,25.48,-258.56,31.78,17.2,7.57,36.12,0,87.59,2.54,4.55,0.76,3.8,2.98,4.52,0.98,3.54,29.11,81.3
1982,5,9,25.94,17.57,27.09,-257.74,33.15,17.75,8.42,37.12,0,87.59,2.68,4.83,0.38,4.45,3.16,5.07,0.62,4.45,29.11,81.3
1982,5,10,24.08,17.76,24.84,-265.01,28.41,20.27,9.7,46.44,0.18,87.56,2.16,4.42,0.29,4.13,2.69,4.84,0.47,4.38,29.11,81.3
1982,5,11,22.25,17.15,23.32,-262.58,27.96,17.39,10.13,54.38,0.64,87.43,2.04,5.06,0.48,4.59,2.24,5.09,0.61,4.48,29.11,81.3
1982,5,12,23.62,16.99,24.62,-259.02,30.86,16.73,9.09,46.38,0.05,87.49,2.2,5.09,0.34,4.75,2.54,5.29,0.63,4.66,29.11,81.3
1982,5,13,21.4,17.89,21.45,-266.7,24.94,18.49,11.9,65.75,22.08,87.47,3.25,7.64,1.05,6.59,4.34,9.05,1.66,7.38,29.11,81.3
1982,5,14,20.91,17.68,21.03,-263.84,25.88,16.57,11.84,68.38,8.38,87.49,3.16,6.01,0.78,5.23,3.98,6.86,1.1,5.76,29.11,81.3
1982,5,15,21.59,15.21,21.92,-260.17,28.49,15.51,8.24,47.75,0.07,87.73,2.73,5.53,0.48,5.05,3.15,5.7,0.61,5.09,29.11,81.3
1982,5,16,20.74,11.81,21.12,-258.28,28.15,13.29,5.49,35.62,0,87.8,2.38,4.19,0.52,3.67,2.68,4.12,0.7,3.42,29.11,81.3
1982,5,17,21.76,12.65,22.03,-256.3,29.71,12.86,5.74,33.62,0,87.67,2.66,5.27,0.1,5.16,2.96,5.23,0.23,5.01,29.11,81.3
1982,5,18,23.08,14.66,23.42,-257.44,30.38,14.68,6.9,36.62,0.01,87.68,2.55,5.09,0.59,4.5,2.88,5.27,0.39,4.88,29.11,81.3
1982,5,19,24.26,14.69,24.56,-256.89,31.51,15.25,6.47,33.94,0.02,87.81,2.64,4.76,1.02,3.75,3.07,4.85,1.31,3.53,29.11,81.3
1982,5,20,24.11,16.28,25,-257.53,31.69,16.06,8,40.12,0,87.81,2.81,5.74,0.52,5.23,3.28,6.02,0.68,5.34,29.11,81.3
1982,5,21,22.67,16.48,23.65,-261.9,28.02,16.77,8.97,47.5,0,87.77,2.23,4.38,0.32,4.05,2.51,3.95,0.45,3.51,29.11,81.3
1982,5,22,23.46,15.53,24.19,-257.94,30.58,15.37,7.63,39.88,0,87.65,2.73,5.46,0.47,4.98,3.05,5.46,0.62,4.84,29.11,81.3
1982,5,23,24.31,16.62,25.39,-257.4,31.94,16.19,8.3,41.25,0.38,87.57,2.59,4.74,1.01,3.73,3.08,4.71,1.44,3.27,29.11,81.3
1982,5,24,24.91,17.58,25.76,-258.41,31.76,17.01,8.97,42.69,0.25,87.61,2.38,4.19,0.75,3.44,2.82,4.25,0.59,3.66,29.11,81.3
1982,5,25,26.65,18.75,27.41,-257.99,34.04,18.87,9.34,39.88,0,87.61,2.44,4.48,0.21,4.27,2.78,4.45,0.13,4.3,29.11,81.3
1982,5,26,27.67,19.08,28.39,-258.92,34.94,20.71,9.16,36.94,0,87.52,2.56,4.96,0.49,4.47,2.94,5.02,0.72,4.3,29.11,81.3
1982,5,27,28.02,19.8,28.97,-257.59,35.43,19.87,9.89,38.62,0.31,87.26,2.76,5.14,0.33,4.81,3.3,5.52,0.41,5.11,29.11,81.3
1982,5,28,27.81,20.13,28.3,-259.54,34.68,21.07,10.44,41.12,2.33,87.03,2.48,5.05,0.48,4.57,2.95,5.63,0.66,4.97,29.11,81.3
1982,5,29,27.86,18.12,28.08,-259.02,34.84,20.71,8.06,32.69,0.06,87.03,2.62,5.39,0.57,4.82,3.11,5.88,0.8,5.07,29.11,81.3
1982,5,30,27.97,17.71,28.26,-257.69,35.22,19.76,7.51,30.06,0.06,87.07,2.66,5.39,0.12,5.27,3.12,5.68,0.32,5.36,29.11,81.3
1982,5,31,28.01,17.37,28.47,-256.9,36.12,19.87,7.14,28.75,0.05,87.14,3.04,5.78,1.27,4.51,3.72,6.41,1.75,4.66,29.11,81.3
1982,6,1,27.4,15.48,27.69,-256.5,35.44,18.79,5.8,24.62,0,87.11,2.77,5.62,0.46,5.16,3.23,5.92,0.67,5.26,29.11,81.3
1982,6,2,26.9,15.63,27.47,-256.88,34.63,18.37,6.04,25.62,0,87.11,2.91,5.5,0.77,4.72,3.43,5.93,0.97,4.96,29.11,81.3
