YEAR,MO,DY,T2M,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,LAT,LON
1982,5,3,32,20.48,33.25,-256.48,40.63,23.96,7.39,26.69,0.01,97.93,3.5,6.21,2.08,4.14,5.22,8.55,2.65,5.91,27.24,84.78
1982,5,4,31.51,20.32,32.66,-255.67,40.18,22.69,7.45,27.38,0.12,97.74,4.47,7.55,1.09,6.46,6.71,9.21,1.53,7.69,27.24,84.78
1982,5,5,32.53,22.08,34.4,-255.76,41.1,23.71,8.73,29.94,0.17,97.9,2.88,4.3,1.06,3.24,4.58,7.29,1.34,5.95,27.24,84.78
1982,5,6,33.33,21.62,34.69,-256.96,42.15,25.96,7.87,26.19,0,98,3.86,7.84,0.2,7.64,5.6,9,0.36,8.64,27.24,84.78
1982,5,7,33.64,20.15,34.93,-255.43,42.52,24.81,6.23,20.69,0,98.03,4.62,8.41,2.35,6.05,7.09,10.2,3.27,6.94,27.24,84.78
1982,5,8,34.58,21.47,35.87,-257.12,42.88,26.85,7.02,21.38,0,98,5.03,8.16,2.97,5.2,7.6,9.67,5.07,4.6,27.24,84.78
1982,5,9,34.76,22.45,36.39,-256.92,42.94,26.72,7.87,23.69,0,98.08,3.91,6.05,1.78,4.27,5.82,7.66,2.16,5.49,27.24,84.78
1982,5,10,34.62,22.6,36.43,-260.78,41.01,28.65,8.12,23.81,0,98.05,3.32,5.22,1.89,3.33,4.99,6.08,2,4.09,27.24,84.78
1982,5,11,34.01,22.32,36.28,-260.82,40.52,28.19,8.18,25.19,0.32,97.94,3.73,7.17,1.76,5.41,5.29,8.64,2.25,6.39,27.24,84.78
1982,5,12,33.76,23.57,35.93,-257.61,41.55,26.01,9.83,31.31,0.97,98.01,2.96,5.02,1.47,3.55,4.27,5.7,2.42,3.27,27.24,84.78
1982,5,13,32.55,22.8,34.1,-263.17,37.76,27.77,9.64,31.88,11.75,98.16,2.41,3.17,0.66,2.52,3.38,4.83,1.13,3.7,27.24,84.78
1982,5,14,28.4,23.81,29.55,-264.29,33.62,24.76,14.28,59,15.86,98.24,1.97,3.04,0.87,2.17,2.86,4.59,1.09,3.49,27.24,84.78
1982,5,15,27.92,22.76,28.98,-262.48,33.91,23.24,12.88,55.25,1.98,98.39,2.44,6.59,0.62,5.97,3.3,7.45,0.97,6.48,27.24,84.78
1982,5,16,29.15,20.29,30.21,-258.88,37.09,22.83,8.73,36.44,0.51,98.47,3.66,6.07,1.81,4.27,5.18,6.83,3.3,3.52,27.24,84.78
1982,5,17,28.9,18.31,29.43,-256.92,36.69,20.46,6.77,29.69,2,98.39,2.5,4.04,0.88,3.16,3.52,6.75,1.01,5.75,27.24,84.78
1982,5,18,31,19.05,31.03,-257.54,38.38,22.77,6.47,24.81,0,98.33,1.95,3.7,0.05,3.64,2.44,3.98,0.02,3.96,27.24,84.78
1982,5,19,31.34,19.24,31.55,-255.94,39.18,21.97,6.47,24.5,0,98.44,2.91,4.73,0.27,4.46,3.98,6.88,0.3,6.58,27.24,84.78
1982,5,20,32.55,21.12,33.08,-257.44,39.79,24.08,7.69,26.25,0,98.37,1.74,2.89,0.3,2.59,2.26,3.67,0.02,3.65,27.24,84.78
1982,5,21,32.43,22.08,33.31,-257.56,40.51,24.93,8.85,30.62,0,98.25,3.11,4.98,1.7,3.27,4.29,5.71,2,3.7,27.24,84.78
1982,5,22,32.86,22.28,33.85,-258.59,40.1,25.54,8.85,29.94,0.12,98.16,2.88,3.96,1.7,2.27,4,5.45,2.58,2.88,27.24,84.78
1982,5,23,32.93,22.8,34.13,-258.31,39.58,24.75,9.4,31.12,0.31,98.15,2.09,3.2,0.49,2.72,2.87,4.97,0.67,4.3,27.24,84.78
1982,5,24,33.12,23.51,34.24,-258.65,39.86,25.36,10.19,33.94,1.83,98.16,2.27,3.59,0.68,2.91,3.08,4.82,0.65,4.17,27.24,84.78
1982,5,25,33.69,23.55,34.26,-258.31,40.48,25.64,10.01,32.75,3.89,98.13,1.73,2.8,0.92,1.88,2.22,3.2,0.93,2.27,27.24,84.78
1982,5,26,35.51,23.92,35.98,-257.92,42.2,26.98,9.22,26.56,0,97.98,1.77,2.87,0.21,2.66,2.21,4.02,0.36,3.67,27.24,84.78
1982,5,27,35.79,23.44,36.4,-256.93,43.16,26.95,8.54,24.75,0,97.67,2.15,3.3,0.88,2.43,2.85,4.94,1.04,3.9,27.24,84.78
1982,5,28,35.73,24,36.75,-258.84,42.62,28.3,9.22,25.75,0,97.42,2.03,3.31,0.6,2.71,2.61,3.86,1.34,2.52,27.24,84.78
1982,5,29,35.47,23.34,36.73,-259.01,42.79,28.65,8.73,25.56,2,97.44,2.16,3.88,0.52,3.36,3.14,6.97,0.88,6.09,27.24,84.78
1982,5,30,33.79,23.29,33.83,-258.08,41.09,26.03,9.77,32,10.64,97.56,2.73,4.72,0.29,4.43,3.88,6.91,0.52,6.4,27.24,84.78
1982,5,31,33.2,23.25,34.12,-257.99,40.26,25.11,9.89,31.5,0,97.66,2.93,6.41,0.48,5.94,3.99,7.31,0.85,6.46,27.24,84.78
